"";"n";"fig1_main_rows_removed";"fig1c_lr_cleaned";"mon6_dg";"nork62398";"p6_smith_dg";"shep_071795";"unknown26"
"210";209;1,00393700787402;0,0164835164835165;0,720238095238095;0,05;0,3125;NA;0,0677083333333333
"211";210;1,00393700787402;0,00549450549450549;0,732142857142857;0,05;0,284722222222222;NA;0,0989583333333333
"212";211;1,00393700787402;0,00549450549450549;0,720238095238095;0,0166666666666667;0,270833333333333;NA;0,0677083333333333
"213";212;1,00393700787402;0,00549450549450549;0,696428571428571;0,0166666666666667;0,229166666666667;NA;0,0677083333333333
"214";213;1,00393700787402;0,00549450549450549;0,708333333333333;0,0166666666666667;0,1875;NA;0,046875
"215";214;1,00393700787402;0,00549450549450549;0,708333333333333;0,0166666666666667;0,104166666666667;NA;0,0260416666666667
"216";215;1,00393700787402;0,00549450549450549;0,696428571428571;0,0166666666666667;0,0625;NA;0,00520833333333333
"217";216;1,00393700787402;0,00549450549450549;0,660714285714286;0,0166666666666667;0,0347222222222222;NA;0,046875
"218";217;1,00393700787402;0,0494505494505495;0,68452380952381;0,0166666666666667;0,0486111111111111;NA;0,0677083333333333
"219";218;1,00393700787402;0,0494505494505495;0,660714285714286;0,0166666666666667;0,1875;NA;0,0885416666666667
"220";219;1,00393700787402;0,0714285714285714;0,660714285714286;0,0166666666666667;0,1875;NA;0,109375
"221";220;1,00393700787402;0,0824175824175824;0,68452380952381;0,0166666666666667;0,173611111111111;NA;0,0989583333333333
"222";221;1,00393700787402;0,126373626373626;0,68452380952381;0,0166666666666667;0,145833333333333;NA;0,0572916666666667
"223";222;1,00393700787402;0,192307692307692;0,696428571428571;0,0166666666666667;0,118055555555556;NA;0,130208333333333
"224";223;1,00393700787402;0,192307692307692;0,708333333333333;0,05;0,0902777777777778;NA;0,0989583333333333
"225";224;1,00393700787402;0,159340659340659;0,660714285714286;0,0166666666666667;0,145833333333333;NA;0,0989583333333333
"226";225;1,00393700787402;0,115384615384615;0,613095238095238;0,0166666666666667;0,118055555555556;NA;0,078125
"227";226;1,00393700787402;0,0824175824175824;0,541666666666667;0,0166666666666667;0,131944444444444;NA;0,119791666666667
"228";227;1,00393700787402;0,137362637362637;0,529761904761905;0,05;0,173611111111111;NA;0,130208333333333
"229";228;1,00393700787402;0,159340659340659;0,458333333333333;0,05;0,131944444444444;NA;0,109375
"230";229;1,00393700787402;0,17032967032967;0,422619047619048;0,0166666666666667;0,131944444444444;NA;0,0677083333333333
"231";230;1,00393700787402;0,126373626373626;0,422619047619048;0,0166666666666667;0,131944444444444;NA;0,0677083333333333
